target_score;miRNA;gene;Gene Description
86;hsa-miR-195-5p;GALNT7;polypeptide N-acetylgalactosaminyltransferase 7
86;hsa-miR-195-5p;LGR5;leucine rich repeat containing G protein-coupled receptor 5
86;hsa-miR-195-5p;MYEF2;myelin expression factor 2
86;hsa-miR-195-5p;YRDC;yrdC N6-threonylcarbamoyltransferase domain containing
86;hsa-miR-195-5p;ARHGAP12;Rho GTPase activating protein 12
86;hsa-miR-195-5p;CPD;carboxypeptidase D
86;hsa-miR-195-5p;SLC39A10;solute carrier family 39 member 10
86;hsa-miR-195-5p;KIF3B;kinesin family member 3B
86;hsa-miR-195-5p;SYPL1;synaptophysin like 1
86;hsa-miR-195-5p;OGT;O-linked N-acetylglucosamine (GlcNAc) transferase
86;hsa-miR-195-5p;UNC13A;unc-13 homolog A
86;hsa-miR-195-5p;YWHAH;tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
86;hsa-miR-195-5p;SOBP;sine oculis binding protein homolog
86;hsa-miR-195-5p;SLC35G1;solute carrier family 35 member G1
86;hsa-miR-195-5p;GFAP;glial fibrillary acidic protein
86;hsa-miR-195-5p;PIP4P1;phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1
86;hsa-miR-195-5p;SPAG7;sperm associated antigen 7
86;hsa-miR-195-5p;IARS;isoleucyl-tRNA synthetase
86;hsa-miR-195-5p;CDK8;cyclin dependent kinase 8
86;hsa-miR-195-5p;CYP2S1;cytochrome P450 family 2 subfamily S member 1
86;hsa-miR-195-5p;TUBA4A;tubulin alpha 4a
86;hsa-miR-195-5p;RSPO3;R-spondin 3
86;hsa-miR-195-5p;DPY19L4;dpy-19 like 4
86;hsa-miR-195-5p;MASP1;mannan binding lectin serine peptidase 1
86;hsa-miR-195-5p;COPS7B;COP9 signalosome subunit 7B
86;hsa-miR-195-5p;NF1;neurofibromin 1
86;hsa-miR-195-5p;KCNN4;potassium calcium-activated channel subfamily N member 4
86;hsa-miR-195-5p;CMC4;C-X9-C motif containing 4
86;hsa-miR-195-5p;SESN1;sestrin 1
86;hsa-miR-195-5p;SON;SON DNA binding protein
86;hsa-miR-195-5p;NOB1;NIN1 (RPN12) binding protein 1 homolog
86;hsa-miR-195-5p;WBP11;WW domain binding protein 11
86;hsa-miR-195-5p;DENND2C;DENN domain containing 2C
86;hsa-miR-195-5p;HOXA10;homeobox A10
86;hsa-miR-195-5p;NUFIP2;nuclear FMR1 interacting protein 2
85;hsa-miR-195-5p;ARHGAP20;Rho GTPase activating protein 20
85;hsa-miR-195-5p;RAB9A;RAB9A, member RAS oncogene family
85;hsa-miR-195-5p;BTG2;BTG anti-proliferation factor 2
85;hsa-miR-195-5p;RBM12;RNA binding motif protein 12
85;hsa-miR-195-5p;ZNHIT6;zinc finger HIT-type containing 6
85;hsa-miR-195-5p;RICTOR;RPTOR independent companion of MTOR complex 2
85;hsa-miR-195-5p;CD80;CD80 molecule
85;hsa-miR-195-5p;EPC1;enhancer of polycomb homolog 1
85;hsa-miR-195-5p;PDK4;pyruvate dehydrogenase kinase 4
85;hsa-miR-195-5p;FAM110C;family with sequence similarity 110 member C
85;hsa-miR-195-5p;LRP2;LDL receptor related protein 2
85;hsa-miR-195-5p;ACOX1;acyl-CoA oxidase 1
85;hsa-miR-195-5p;GCC2;GRIP and coiled-coil domain containing 2
85;hsa-miR-195-5p;MAN2A2;mannosidase alpha class 2A member 2
85;hsa-miR-195-5p;GPN1;GPN-loop GTPase 1
85;hsa-miR-195-5p;SSTR3;somatostatin receptor 3
85;hsa-miR-195-5p;RUNX1T1;RUNX1 translocation partner 1
85;hsa-miR-195-5p;TRAM1;translocation associated membrane protein 1
85;hsa-miR-195-5p;OTX1;orthodenticle homeobox 1
85;hsa-miR-195-5p;PELI2;pellino E3 ubiquitin protein ligase family member 2
85;hsa-miR-195-5p;TMEM199;transmembrane protein 199
85;hsa-miR-195-5p;ZBTB20;zinc finger and BTB domain containing 20
85;hsa-miR-195-5p;NFATC3;nuclear factor of activated T cells 3
84;hsa-miR-195-5p;MAP3K9;mitogen-activated protein kinase kinase kinase 9
84;hsa-miR-195-5p;ELAC1;elaC ribonuclease Z 1
84;hsa-miR-195-5p;ANKRD46;ankyrin repeat domain 46
84;hsa-miR-195-5p;MOV10;Mov10 RISC complex RNA helicase
84;hsa-miR-195-5p;CAPZA2;capping actin protein of muscle Z-line subunit alpha 2
84;hsa-miR-195-5p;CREBRF;CREB3 regulatory factor
84;hsa-miR-195-5p;RBM24;RNA binding motif protein 24
84;hsa-miR-195-5p;PTPRD;protein tyrosine phosphatase, receptor type D
84;hsa-miR-195-5p;NSG1;neuronal vesicle trafficking associated 1
84;hsa-miR-195-5p;FLT3;fms related tyrosine kinase 3
84;hsa-miR-195-5p;NCS1;neuronal calcium sensor 1
84;hsa-miR-195-5p;ACVR2B;activin A receptor type 2B
84;hsa-miR-195-5p;SAV1;salvador family WW domain containing protein 1
84;hsa-miR-195-5p;RIMKLB;ribosomal modification protein rimK like family member B
84;hsa-miR-195-5p;ZDHHC15;zinc finger DHHC-type containing 15
84;hsa-miR-195-5p;ZCCHC2;zinc finger CCHC-type containing 2
84;hsa-miR-195-5p;SEH1L;SEH1 like nucleoporin
84;hsa-miR-195-5p;SNTB2;syntrophin beta 2
84;hsa-miR-195-5p;BCL2L2;BCL2 like 2
84;hsa-miR-195-5p;CCDC88C;coiled-coil domain containing 88C
84;hsa-miR-195-5p;RAB30;RAB30, member RAS oncogene family
84;hsa-miR-195-5p;DENND4A;DENN domain containing 4A
84;hsa-miR-195-5p;DYNC1LI2;dynein cytoplasmic 1 light intermediate chain 2
84;hsa-miR-195-5p;ABCF3;ATP binding cassette subfamily F member 3
84;hsa-miR-195-5p;EXT2;exostosin glycosyltransferase 2
84;hsa-miR-195-5p;LAMC1;laminin subunit gamma 1
84;hsa-miR-195-5p;ARMCX2;armadillo repeat containing X-linked 2
84;hsa-miR-195-5p;PPP6R3;protein phosphatase 6 regulatory subunit 3
84;hsa-miR-195-5p;HELZ;helicase with zinc finger
84;hsa-miR-195-5p;NSMF;NMDA receptor synaptonuclear signaling and neuronal migration factor
83;hsa-miR-195-5p;HMBOX1;homeobox containing 1
83;hsa-miR-195-5p;KCTD8;potassium channel tetramerization domain containing 8
83;hsa-miR-195-5p;ZNF548;zinc finger protein 548
83;hsa-miR-195-5p;PPT2;palmitoyl-protein thioesterase 2
83;hsa-miR-195-5p;ATF6;activating transcription factor 6
83;hsa-miR-195-5p;CARM1;coactivator associated arginine methyltransferase 1
83;hsa-miR-195-5p;IHH;Indian hedgehog signaling molecule
83;hsa-miR-195-5p;GOLGA1;golgin A1
83;hsa-miR-195-5p;TSC22D2;TSC22 domain family member 2
83;hsa-miR-195-5p;UTP25;UTP25, small subunit processor component
83;hsa-miR-195-5p;CLDN12;claudin 12
83;hsa-miR-195-5p;AGO1;argonaute RISC catalytic component 1
83;hsa-miR-195-5p;EYA1;EYA transcriptional coactivator and phosphatase 1
83;hsa-miR-195-5p;ATXN7L3B;ataxin 7 like 3B
83;hsa-miR-195-5p;NRP2;neuropilin 2
83;hsa-miR-195-5p;CHIC1;cysteine rich hydrophobic domain 1
83;hsa-miR-195-5p;SLC2A14;solute carrier family 2 member 14
83;hsa-miR-195-5p;GGA3;golgi associated, gamma adaptin ear containing, ARF binding protein 3
83;hsa-miR-195-5p;AMMECR1;Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
83;hsa-miR-195-5p;LYPLA2;lysophospholipase 2
83;hsa-miR-195-5p;NRBP1;nuclear receptor binding protein 1
83;hsa-miR-195-5p;AREL1;apoptosis resistant E3 ubiquitin protein ligase 1
83;hsa-miR-195-5p;SOX6;SRY-box 6
83;hsa-miR-195-5p;LDLRAD2;low density lipoprotein receptor class A domain containing 2
83;hsa-miR-195-5p;VTI1B;vesicle transport through interaction with t-SNAREs 1B
82;hsa-miR-195-5p;CCDC83;coiled-coil domain containing 83
82;hsa-miR-195-5p;COBLL1;cordon-bleu WH2 repeat protein like 1
82;hsa-miR-195-5p;SALL3;spalt like transcription factor 3
82;hsa-miR-195-5p;LOC100130451;uncharacterized LOC100130451
82;hsa-miR-195-5p;FAM135A;family with sequence similarity 135 member A
82;hsa-miR-195-5p;ADAMTS6;ADAM metallopeptidase with thrombospondin type 1 motif 6
82;hsa-miR-195-5p;TMEM74B;transmembrane protein 74B
82;hsa-miR-195-5p;SYT4;synaptotagmin 4
82;hsa-miR-195-5p;IGF1R;insulin like growth factor 1 receptor
82;hsa-miR-195-5p;PLRG1;pleiotropic regulator 1
82;hsa-miR-195-5p;IGF2R;insulin like growth factor 2 receptor
82;hsa-miR-195-5p;ARPP19;cAMP regulated phosphoprotein 19
82;hsa-miR-195-5p;MYRIP;myosin VIIA and Rab interacting protein
82;hsa-miR-195-5p;ACSL4;acyl-CoA synthetase long chain family member 4
82;hsa-miR-195-5p;UROS;uroporphyrinogen III synthase
82;hsa-miR-195-5p;SLC2A3;solute carrier family 2 member 3
82;hsa-miR-195-5p;WNT4;Wnt family member 4
82;hsa-miR-195-5p;RSBN1;round spermatid basic protein 1
82;hsa-miR-195-5p;BMPR1A;bone morphogenetic protein receptor type 1A
82;hsa-miR-195-5p;CDHR1;cadherin related family member 1
82;hsa-miR-195-5p;IL7R;interleukin 7 receptor
82;hsa-miR-195-5p;FAM89A;family with sequence similarity 89 member A
82;hsa-miR-195-5p;RTN4;reticulon 4
82;hsa-miR-195-5p;ST7L;suppression of tumorigenicity 7 like
82;hsa-miR-195-5p;MAP7;microtubule associated protein 7
82;hsa-miR-195-5p;SMURF2;SMAD specific E3 ubiquitin protein ligase 2
81;hsa-miR-195-5p;TGIF2;TGFB induced factor homeobox 2
81;hsa-miR-195-5p;ELMOD1;ELMO domain containing 1
81;hsa-miR-195-5p;MBNL2;muscleblind like splicing regulator 2
81;hsa-miR-195-5p;FGF9;fibroblast growth factor 9
81;hsa-miR-195-5p;CD3E;CD3e molecule
81;hsa-miR-195-5p;MIB1;mindbomb E3 ubiquitin protein ligase 1
81;hsa-miR-195-5p;C1QL3;complement C1q like 3
81;hsa-miR-195-5p;DLEU7;deleted in lymphocytic leukemia 7
81;hsa-miR-195-5p;C2orf72;chromosome 2 open reading frame 72
81;hsa-miR-195-5p;TMEM135;transmembrane protein 135
81;hsa-miR-195-5p;SLC15A4;solute carrier family 15 member 4
81;hsa-miR-195-5p;ISM2;isthmin 2
81;hsa-miR-195-5p;ATG13;autophagy related 13
81;hsa-miR-195-5p;MIGA1;mitoguardin 1
81;hsa-miR-195-5p;RGMA;repulsive guidance molecule BMP co-receptor a
81;hsa-miR-195-5p;EPB41L4B;erythrocyte membrane protein band 4.1 like 4B
81;hsa-miR-195-5p;SH3GL2;SH3 domain containing GRB2 like 2, endophilin A1
81;hsa-miR-195-5p;ANLN;anillin actin binding protein
81;hsa-miR-195-5p;SUZ12;SUZ12, polycomb repressive complex 2 subunit
81;hsa-miR-195-5p;FNTA;farnesyltransferase, CAAX box, alpha
81;hsa-miR-195-5p;G0S2;G0/G1 switch 2
81;hsa-miR-195-5p;HECTD4;HECT domain E3 ubiquitin protein ligase 4
81;hsa-miR-195-5p;TMEM154;transmembrane protein 154
81;hsa-miR-195-5p;RIF1;replication timing regulatory factor 1
81;hsa-miR-195-5p;SESTD1;SEC14 and spectrin domain containing 1
81;hsa-miR-195-5p;RTN3;reticulon 3
81;hsa-miR-195-5p;RORA;RAR related orphan receptor A
81;hsa-miR-195-5p;CCNJL;cyclin J like
81;hsa-miR-195-5p;SEMA3D;semaphorin 3D
80;hsa-miR-195-5p;ELL2;elongation factor for RNA polymerase II 2
80;hsa-miR-195-5p;ZC2HC1A;zinc finger C2HC-type containing 1A
80;hsa-miR-195-5p;PRKAR2A;protein kinase cAMP-dependent type II regulatory subunit alpha
80;hsa-miR-195-5p;MYT1L;myelin transcription factor 1 like
80;hsa-miR-195-5p;KIF5A;kinesin family member 5A
80;hsa-miR-195-5p;SAMD10;sterile alpha motif domain containing 10
80;hsa-miR-195-5p;ACSS2;acyl-CoA synthetase short chain family member 2
80;hsa-miR-195-5p;POLR3F;RNA polymerase III subunit F
80;hsa-miR-195-5p;UBR3;ubiquitin protein ligase E3 component n-recognin 3
80;hsa-miR-195-5p;TTC14;tetratricopeptide repeat domain 14
80;hsa-miR-195-5p;BCL7A;BCL7A, BAF complex component
80;hsa-miR-195-5p;SVIP;small VCP interacting protein
80;hsa-miR-195-5p;PRDM11;PR/SET domain 11
80;hsa-miR-195-5p;CNTNAP1;contactin associated protein 1
80;hsa-miR-195-5p;CPSF7;cleavage and polyadenylation specific factor 7
80;hsa-miR-195-5p;PTCH1;patched 1
80;hsa-miR-195-5p;EML6;EMAP like 6
80;hsa-miR-195-5p;PID1;phosphotyrosine interaction domain containing 1
80;hsa-miR-195-5p;DNAJA2;DnaJ heat shock protein family (Hsp40) member A2
80;hsa-miR-195-5p;SIAH1;siah E3 ubiquitin protein ligase 1
80;hsa-miR-195-5p;LCOR;ligand dependent nuclear receptor corepressor
80;hsa-miR-195-5p;OTUD4;OTU deubiquitinase 4
80;hsa-miR-195-5p;ENAH;ENAH, actin regulator
80;hsa-miR-195-5p;PHACTR2;phosphatase and actin regulator 2
79;hsa-miR-195-5p;SLC35B2;solute carrier family 35 member B2
79;hsa-miR-195-5p;KBTBD2;kelch repeat and BTB domain containing 2
79;hsa-miR-195-5p;BCAP29;B cell receptor associated protein 29
79;hsa-miR-195-5p;EIF3A;eukaryotic translation initiation factor 3 subunit A
79;hsa-miR-195-5p;HSPE1-MOB4;HSPE1-MOB4 readthrough
79;hsa-miR-195-5p;PHKA1;phosphorylase kinase regulatory subunit alpha 1
79;hsa-miR-195-5p;MDN1;midasin AAA ATPase 1
79;hsa-miR-195-5p;PSKH1;protein serine kinase H1
79;hsa-miR-195-5p;LHX3;LIM homeobox 3
79;hsa-miR-195-5p;NISCH;nischarin
79;hsa-miR-195-5p;ERC2;ELKS/RAB6-interacting/CAST family member 2
79;hsa-miR-195-5p;PPIF;peptidylprolyl isomerase F
79;hsa-miR-195-5p;RAF1;Raf-1 proto-oncogene, serine/threonine kinase
79;hsa-miR-195-5p;SUSD6;sushi domain containing 6
79;hsa-miR-195-5p;BCL2;BCL2, apoptosis regulator
79;hsa-miR-195-5p;YAP1;Yes associated protein 1
79;hsa-miR-195-5p;GNAI3;G protein subunit alpha i3
79;hsa-miR-195-5p;ATP7A;ATPase copper transporting alpha
78;hsa-miR-195-5p;ATP13A3;ATPase 13A3
78;hsa-miR-195-5p;LOC390877;adenylate kinase isoenzyme 1-like
78;hsa-miR-195-5p;HMGA2;high mobility group AT-hook 2
78;hsa-miR-195-5p;PLXNA2;plexin A2
78;hsa-miR-195-5p;SLC1A2;solute carrier family 1 member 2
78;hsa-miR-195-5p;ADAMTSL3;ADAMTS like 3
78;hsa-miR-195-5p;MAPRE1;microtubule associated protein RP/EB family member 1
78;hsa-miR-195-5p;LRRFIP2;LRR binding FLII interacting protein 2
78;hsa-miR-195-5p;RAB10;RAB10, member RAS oncogene family
78;hsa-miR-195-5p;GNAQ;G protein subunit alpha q
78;hsa-miR-195-5p;ENTPD1;ectonucleoside triphosphate diphosphohydrolase 1
78;hsa-miR-195-5p;FAM122A;family with sequence similarity 122A
78;hsa-miR-195-5p;TMEM121B;transmembrane protein 121B
78;hsa-miR-195-5p;RTF1;RTF1 homolog, Paf1/RNA polymerase II complex component
78;hsa-miR-195-5p;SCAI;suppressor of cancer cell invasion
78;hsa-miR-195-5p;CBFA2T3;CBFA2/RUNX1 translocation partner 3
78;hsa-miR-195-5p;UHMK1;U2AF homology motif kinase 1
78;hsa-miR-195-5p;KPNA1;karyopherin subunit alpha 1
78;hsa-miR-195-5p;OSCP1;organic solute carrier partner 1
78;hsa-miR-195-5p;CAMSAP1;calmodulin regulated spectrin associated protein 1
78;hsa-miR-195-5p;KIF1C;kinesin family member 1C
78;hsa-miR-195-5p;NEDD9;neural precursor cell expressed, developmentally down-regulated 9
78;hsa-miR-195-5p;RAB40AL;RAB40A like
78;hsa-miR-195-5p;PTAR1;protein prenyltransferase alpha subunit repeat containing 1
78;hsa-miR-195-5p;NUAK2;NUAK family kinase 2
78;hsa-miR-195-5p;RIC1;RIC1 homolog, RAB6A GEF complex partner 1
78;hsa-miR-195-5p;MMD;monocyte to macrophage differentiation associated
78;hsa-miR-195-5p;CCDC85C;coiled-coil domain containing 85C
78;hsa-miR-195-5p;ZSWIM3;zinc finger SWIM-type containing 3
78;hsa-miR-195-5p;PDIK1L;PDLIM1 interacting kinase 1 like
78;hsa-miR-195-5p;CREBL2;cAMP responsive element binding protein like 2
77;hsa-miR-195-5p;RAPH1;Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
77;hsa-miR-195-5p;GLRX;glutaredoxin
77;hsa-miR-195-5p;PTPRJ;protein tyrosine phosphatase, receptor type J
77;hsa-miR-195-5p;TRMT9B;tRNA methyltransferase 9B (putative)
77;hsa-miR-195-5p;SLC6A4;solute carrier family 6 member 4
77;hsa-miR-195-5p;SLC39A9;solute carrier family 39 member 9
77;hsa-miR-195-5p;CCND3;cyclin D3
77;hsa-miR-195-5p;TOX3;TOX high mobility group box family member 3
77;hsa-miR-195-5p;CLDN2;claudin 2
77;hsa-miR-195-5p;ESRRA;estrogen related receptor alpha
77;hsa-miR-195-5p;TFAP2D;transcription factor AP-2 delta
77;hsa-miR-195-5p;USP9X;ubiquitin specific peptidase 9 X-linked
77;hsa-miR-195-5p;USP12;ubiquitin specific peptidase 12
77;hsa-miR-195-5p;ZBTB10;zinc finger and BTB domain containing 10
77;hsa-miR-195-5p;SNRK;SNF related kinase
77;hsa-miR-195-5p;FAT3;FAT atypical cadherin 3
77;hsa-miR-195-5p;IRAK2;interleukin 1 receptor associated kinase 2
77;hsa-miR-195-5p;NOTCH2;notch 2
77;hsa-miR-195-5p;CCNT2;cyclin T2
77;hsa-miR-195-5p;TRIP11;thyroid hormone receptor interactor 11
77;hsa-miR-195-5p;CARD10;caspase recruitment domain family member 10
77;hsa-miR-195-5p;BOLA3;bolA family member 3
77;hsa-miR-195-5p;KCNQ5;potassium voltage-gated channel subfamily Q member 5
77;hsa-miR-195-5p;MLYCD;malonyl-CoA decarboxylase
76;hsa-miR-195-5p;EXTL3;exostosin like glycosyltransferase 3
76;hsa-miR-195-5p;PEX12;peroxisomal biogenesis factor 12
76;hsa-miR-195-5p;ZNF705E;zinc finger protein 705E
76;hsa-miR-195-5p;C16orf72;chromosome 16 open reading frame 72
76;hsa-miR-195-5p;FKBP1A;FKBP prolyl isomerase 1A
76;hsa-miR-195-5p;KCNU1;potassium calcium-activated channel subfamily U member 1
76;hsa-miR-195-5p;IST1;IST1, ESCRT-III associated factor
76;hsa-miR-195-5p;PDCD1;programmed cell death 1
76;hsa-miR-195-5p;YOD1;YOD1 deubiquitinase
76;hsa-miR-195-5p;DNAJC16;DnaJ heat shock protein family (Hsp40) member C16
76;hsa-miR-195-5p;SLC13A1;solute carrier family 13 member 1
76;hsa-miR-195-5p;ZNF117;zinc finger protein 117
76;hsa-miR-195-5p;PSAT1;phosphoserine aminotransferase 1
76;hsa-miR-195-5p;PPFIA2;PTPRF interacting protein alpha 2
76;hsa-miR-195-5p;STXBP1;syntaxin binding protein 1
76;hsa-miR-195-5p;KLHDC8B;kelch domain containing 8B
76;hsa-miR-195-5p;NLRX1;NLR family member X1
76;hsa-miR-195-5p;ZBTB33;zinc finger and BTB domain containing 33
76;hsa-miR-195-5p;E2F7;E2F transcription factor 7
76;hsa-miR-195-5p;GOLT1B;golgi transport 1B
76;hsa-miR-195-5p;NF2;neurofibromin 2
76;hsa-miR-195-5p;IL10RA;interleukin 10 receptor subunit alpha
76;hsa-miR-195-5p;DLL4;delta like canonical Notch ligand 4
76;hsa-miR-195-5p;HPSE2;heparanase 2 (inactive)
76;hsa-miR-195-5p;ASNSD1;asparagine synthetase domain containing 1
76;hsa-miR-195-5p;KLHL18;kelch like family member 18
76;hsa-miR-195-5p;MXD3;MAX dimerization protein 3
75;hsa-miR-195-5p;CLCN3;chloride voltage-gated channel 3
75;hsa-miR-195-5p;LY9;lymphocyte antigen 9
75;hsa-miR-195-5p;RNF43;ring finger protein 43
75;hsa-miR-195-5p;YWHAQ;tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
75;hsa-miR-195-5p;ABTB2;ankyrin repeat and BTB domain containing 2
75;hsa-miR-195-5p;NAA15;N(alpha)-acetyltransferase 15, NatA auxiliary subunit
75;hsa-miR-195-5p;FGF18;fibroblast growth factor 18
75;hsa-miR-195-5p;TLR1;toll like receptor 1
75;hsa-miR-195-5p;SPRTN;SprT-like N-terminal domain
75;hsa-miR-195-5p;LATS2;large tumor suppressor kinase 2
75;hsa-miR-195-5p;TSPYL2;TSPY like 2
75;hsa-miR-195-5p;NUCKS1;nuclear casein kinase and cyclin dependent kinase substrate 1
75;hsa-miR-195-5p;CRIM1;cysteine rich transmembrane BMP regulator 1
75;hsa-miR-195-5p;ELAC2;elaC ribonuclease Z 2
75;hsa-miR-195-5p;PRTG;protogenin
75;hsa-miR-195-5p;OTUD5;OTU deubiquitinase 5
75;hsa-miR-195-5p;SCUBE3;signal peptide, CUB domain and EGF like domain containing 3
75;hsa-miR-195-5p;IRS1;insulin receptor substrate 1
75;hsa-miR-195-5p;DCAF8;DDB1 and CUL4 associated factor 8
75;hsa-miR-195-5p;ALDH1A3;aldehyde dehydrogenase 1 family member A3
75;hsa-miR-195-5p;WDTC1;WD and tetratricopeptide repeats 1
75;hsa-miR-195-5p;DEF8;differentially expressed in FDCP 8 homolog
75;hsa-miR-195-5p;WWP1;WW domain containing E3 ubiquitin protein ligase 1
75;hsa-miR-195-5p;TRIM35;tripartite motif containing 35
75;hsa-miR-195-5p;ENTPD7;ectonucleoside triphosphate diphosphohydrolase 7
74;hsa-miR-195-5p;ZDHHC23;zinc finger DHHC-type containing 23
74;hsa-miR-195-5p;MTMR4;myotubularin related protein 4
74;hsa-miR-195-5p;ATP1B4;ATPase Na+/K+ transporting family member beta 4
74;hsa-miR-195-5p;CALU;calumenin
74;hsa-miR-195-5p;PACRG;parkin coregulated
74;hsa-miR-195-5p;XDH;xanthine dehydrogenase
74;hsa-miR-195-5p;DOLPP1;dolichyldiphosphatase 1
74;hsa-miR-195-5p;DEPDC5;DEP domain containing 5
74;hsa-miR-195-5p;FAM160B1;family with sequence similarity 160 member B1
74;hsa-miR-195-5p;TACC1;transforming acidic coiled-coil containing protein 1
74;hsa-miR-195-5p;TTC1;tetratricopeptide repeat domain 1
74;hsa-miR-195-5p;PNISR;PNN interacting serine and arginine rich protein
74;hsa-miR-195-5p;ZNF704;zinc finger protein 704
74;hsa-miR-195-5p;NEBL;nebulette
74;hsa-miR-195-5p;ETFRF1;electron transfer flavoprotein regulatory factor 1
74;hsa-miR-195-5p;PWWP2B;PWWP domain containing 2B
74;hsa-miR-195-5p;SOS2;SOS Ras/Rho guanine nucleotide exchange factor 2
74;hsa-miR-195-5p;SRSF11;serine and arginine rich splicing factor 11
74;hsa-miR-195-5p;TFPI2;tissue factor pathway inhibitor 2
74;hsa-miR-195-5p;CREG1;cellular repressor of E1A stimulated genes 1
74;hsa-miR-195-5p;ATG4B;autophagy related 4B cysteine peptidase
74;hsa-miR-195-5p;ADSS;adenylosuccinate synthase
74;hsa-miR-195-5p;TCIM;transcriptional and immune response regulator
74;hsa-miR-195-5p;MARCH4;membrane associated ring-CH-type finger 4
73;hsa-miR-195-5p;MED14OS;MED14 opposite strand
73;hsa-miR-195-5p;ZNF705A;zinc finger protein 705A
73;hsa-miR-195-5p;PPM1D;protein phosphatase, Mg2+/Mn2+ dependent 1D
73;hsa-miR-195-5p;PPP2R5C;protein phosphatase 2 regulatory subunit B'gamma
73;hsa-miR-195-5p;IP6K1;inositol hexakisphosphate kinase 1
73;hsa-miR-195-5p;MMS19;MMS19 homolog, cytosolic iron-sulfur assembly component
73;hsa-miR-195-5p;CASZ1;castor zinc finger 1
73;hsa-miR-195-5p;KL;klotho
73;hsa-miR-195-5p;EMC4;ER membrane protein complex subunit 4
73;hsa-miR-195-5p;ZNF264;zinc finger protein 264
73;hsa-miR-195-5p;FAT4;FAT atypical cadherin 4
73;hsa-miR-195-5p;ANKRD33B;ankyrin repeat domain 33B
73;hsa-miR-195-5p;RAB11FIP1;RAB11 family interacting protein 1
73;hsa-miR-195-5p;HPCAL4;hippocalcin like 4
73;hsa-miR-195-5p;ESPN;espin
73;hsa-miR-195-5p;SATB2;SATB homeobox 2
73;hsa-miR-195-5p;TMEM221;transmembrane protein 221
73;hsa-miR-195-5p;NCBP3;nuclear cap binding subunit 3
73;hsa-miR-195-5p;EN2;engrailed homeobox 2
73;hsa-miR-195-5p;MAPK9;mitogen-activated protein kinase 9
73;hsa-miR-195-5p;OSCAR;osteoclast associated, immunoglobulin-like receptor
73;hsa-miR-195-5p;INSYN2;inhibitory synaptic factor 2A
72;hsa-miR-195-5p;RBM20;RNA binding motif protein 20
72;hsa-miR-195-5p;PDLIM5;PDZ and LIM domain 5
72;hsa-miR-195-5p;ZDHHC16;zinc finger DHHC-type containing 16
72;hsa-miR-195-5p;RNF41;ring finger protein 41
72;hsa-miR-195-5p;SLC35A4;solute carrier family 35 member A4
72;hsa-miR-195-5p;DENND6A;DENN domain containing 6A
72;hsa-miR-195-5p;PANK1;pantothenate kinase 1
72;hsa-miR-195-5p;AFF4;AF4/FMR2 family member 4
72;hsa-miR-195-5p;ESRRG;estrogen related receptor gamma
72;hsa-miR-195-5p;ADAMTS5;ADAM metallopeptidase with thrombospondin type 1 motif 5
72;hsa-miR-195-5p;ABCB5;ATP binding cassette subfamily B member 5
72;hsa-miR-195-5p;PIEZO1;piezo type mechanosensitive ion channel component 1
72;hsa-miR-195-5p;ARHGAP5;Rho GTPase activating protein 5
72;hsa-miR-195-5p;TMEM43;transmembrane protein 43
72;hsa-miR-195-5p;SLC25A22;solute carrier family 25 member 22
72;hsa-miR-195-5p;TMEM255A;transmembrane protein 255A
72;hsa-miR-195-5p;ZNF705D;zinc finger protein 705D
72;hsa-miR-195-5p;PANK2;pantothenate kinase 2
